id,adr,lat,long
25718,AVENUE EDMOND ESMONIN,573691.0,4519269.0
25719,AVENUE MARIE REYNOARD,572858.0,4516656.0
25720,Rue des Déportés du 11/1,572836.0,4518095.0
25721,AVENUE D'INNSBRUCK,573384.0,4515569.0
25722,FOCH (BOULEVARD MAL.),571975.0,4518040.0
25723,AVENUE RHIN ET DANUBE,570494.0,4517197.0
25724,N87,578078.0,4519807.0
25725,ROND-POINT PIERRE ET MAR,571982.0,4515981.0
25726,D1090,575843.0,4520022.0
25727,EUGENE FAURE (RUE),573470.0,4518876.0
25728,Autoroute A48,566458.0,4532348.0
25729,CHEMIN DE LA POTERNE,574833.0,4517369.0
25730,JOSEPH VALLIER (BOULEVAR,571014.0,4518023.0
25731,RUE CHARLES MICHELS,569462.0,4519432.0
25732,QUAI STEPHANE JAY,572420.0,4519266.0
25733,57 RUE PIERRE SEMARD,571077.0,4514559.0
25734,RUE DU 19 MARS 1962,574180.0,4518938.0
25735,ROUTE DE CLEMENCIERE,571772.0,4521104.0
25736,AVENUE DE L'EUROPE,573296.0,4515941.0
25737,AVENUE DE VIZILLE,571552.0,4518817.0
25738,Avenue A. Croizat,568157.0,4519344.0
25739,RUE DES ALLIES,572561.0,4517126.0
25740,AVENUE ARISTIDE BRIAND,568898.0,4519079.0
25741,AVENUE ALBERT REYNIER,570601.0,4516669.0
25742,Rue Bistesi,573139.0,4518395.0
25743,21 Boulevard Gambetta,572255.0,4518926.0
25744,AVENUE PAUL COCAT,574383.0,4517193.0
25745,A 480,568986.0,4520552.0
25746,JOSEPH REY (RUE),571696.0,4518589.0
25747,Av. des Etats Généraux,571943.0,4515616.0
25748,RUE JOSEPH REY,571648.0,4518592.0
25749,RUE MARCEL PAUL,568686.0,4519250.0
25750,PLACE GUSTAVE RIVET,572761.0,4518222.0
25751,JAY (QUAI STEPHANE),572725.0,4519337.0
25752,Place Jean Achard,572941.0,4518897.0
25753,COURS DE LA LIBERATION,571597.0,4517955.0
25754,LUCIEN ANDRIEUX (RUE),572068.0,4516172.0
25755,BD MARECHAL JOFFRE,572946.0,4518300.0
25756,RUE JOSEPH CHANRION,573580.0,4519080.0
25757,AVENUE DES JEUX OLYMPIQU,574922.0,4517567.0
25758,RUE LEON JOUHAUX,574287.0,4517745.0
25759,AVENUE BENOIT FRACHON,575546.0,4517899.0
25760,Chemin de l'Etang,570265.0,4520861.0
25761,ALLIES (RUE DES),572313.0,4517232.0
25762,PLACE DE LA RSISTANCE,570059.0,4520528.0
25763,RUE DES DDEPORTES,572840.0,4518090.0
25764,Rue Aimé Pupin,572406.0,4516349.0
25765,A480,568711.0,4520812.0
25766,RUE DES ALLIES,571942.0,4517315.0
25767,RUE DE STALINGRAD,572619.0,4517705.0
25768,RUE DE STALINGRAD,572613.0,4517717.0
25769,PORTE DE FRANCE (PONT DE,571977.0,4519339.0
25770,RUE CONDILLAC,572938.0,4518897.0
25771,EDMOND ESMONIN (AVENUE),572170.0,4516001.0
25772,RUE DES ALLIES,573197.0,4516892.0
25773,COURS JEAN JAURES,571837.0,4518586.0
25774,AVENUE LEON BLUM,571992.0,4516644.0
25775,AV BATAILLON CARM,576251.0,4517921.0
25776,RUE GEORGES SADOUL,576934.0,4518608.0
25777,D1532,570048.0,4518013.0
25778,RUE HENRI BARBUSSE,573663.0,4515700.0
25779,FOCH (BOULEVARD MAL.),572509.0,4518138.0
25780,RUE DE LORRAINE,572975.0,4515200.0
25781,"13, GENERAL LECLERC(AV)",486627.0,4551347.0
25782,Angle D41- Bd des Alpes,491013.0,4552298.0
25783,RD 75,492903.0,4554716.0
25784,"44, CONVENTION(RUE DE LA",486448.0,4554057.0
25785,"155, GENERAL LECLERC(AV)",485332.0,4550308.0
25786,D41,491553.0,4551988.0
25787,LAVERLOCHERE(RUE),492089.0,4552268.0
25788,D41,491717.0,4551888.0
25789,JEU DE PAUME(PLACE DU),487307.0,4552695.0
25790,PRAIRIE(CHEMIN DE LA),491277.0,4553277.0
25791,RHONE(BOULEVARD DU),484307.0,4554402.0
25792,ST LOUIS(PLACE),487407.0,4552798.0
25793,"7, GERE(RUE DE)",487857.0,4552817.0
25794,D75C,492834.0,4553472.0
25795,BERTHELOT(AV),487066.0,4553956.0
25796,ALBERT THOMAS(RUE),487789.0,4552909.0
25797,JEAN JAURES(QUAI),487120.0,4552480.0
25798,MIREMONT(PLACE DE),487444.0,4552404.0
25799,ALBERT THOMAS(RUE),487938.0,4552794.0
25800,GUILLEMOTTES(RUE DES),488784.0,4553598.0
25801,D1007,487040.0,4551972.0
25802,Place Camille Jouffay,487176.0,4552127.0
25803,RUE EMILE ROMANET,487258.0,4552098.0
25804,LUCIEN MAGNAT(MONTEE),491100.0,4553000.0
25805,Cours Brillier,487323.0,4552149.0
25806,GEORGE POMPIDOU(BOULEVAR,,
25807,D41,492230.0,4551570.0
25808,D41,489797.0,4552033.0
25809,N7,487280.0,4553751.0
25810,GENERAL LECLERC(AV),485088.0,4550114.0
25811,RUE LOUIS LEYDIER,491623.0,4552780.0
25812,GENERAL LECLERC(AV),485539.0,4550460.0
25813,LONES(CHEMIN DES),485115.0,4554259.0
25814,BOUVERIE (RUE DE LA),559598.0,4536749.0
25815,HUIT-MAI 1945 (AVENUE DU,558097.0,4537603.0
25816,D1076,557226.0,4537904.0
25817,BD DENFERT ROCHEREAU,559868.0,4536129.0
25818,,544724.0,4705936.0
25819,,546575.0,4708206.0
25820,Place Jules Grévy,549653.0,4709499.0
25821,,545328.0,4706892.0
25822,,551078.0,4708402.0
25823,8 Bd Président Wilson,549673.0,4709791.0
25824,JOUHAUX (AVENUE LEON) N,540000.0,4700000.0
25825,,549483.0,4708695.0
25826,,555114.0,4669403.0
25827,Carrefour Libération,555871.0,4667288.0
25828,,556284.0,4668722.0
25829,Carref. R.Pergaud/Ragmey,556544.0,4668189.0
25830,395 Avenue Paul Seguin,555977.0,4667661.0
25831,RESISTANCE (AVE DE LA),-106901.0,4372568.0
25832,"., LAHARGOU (RUE PAUL)",-105575.0,4369794.0
25833,GALLIENI (COURS),-105273.0,4370733.0
25834,TANNERIE (RUE DE LA),-105388.0,4371383.0
25835,VINGT DEUX AOUT 1944 (RU,-105226.0,4373620.0
25836,ASPREMONT (RUE D'),-104010.0,4369438.0
25837,CD 129 - ROUTE DE MONT D,-101660.0,4373858.0
25838,PLANTE (AVE FRANCIS),-105141.0,4370300.0
25839,route des BARTHES,-107096.0,4371462.0
25840,MANOIR (BOULEVARD YVES D,-104512.0,4371305.0
25841,ASPREMONT (RUE D') (AV G,-103983.0,4370232.0
25842,FARBOS (AV HENRI),-51963.0,4389374.0
25843,CANENX (AV DE) R.D. 53,-48316.0,4390125.0
25844,"294, REPUBLIQUE (BD DE L",-50403.0,4388735.0
25845,KENNEDY (AV DU PDT. JOHN,-49521.0,4387893.0
25846,"., FOCH (AV DU MARECHAL)",-49707.0,4389346.0
25847,40 PEYROUAT (RUE DU),-51043.0,4390020.0
25848,Chemin du BARADE,-50862.0,4389658.0
25849,KENNEDY (AV DU PDT. JOHN,-49169.0,4387305.0
25850,DUNANT (RUE HENRI),-51219.0,4389930.0
25851,JUIN (V DU MARECHAL),-46559.0,4391027.0
25852,SAINT-SEVER (AV DE),-50578.0,4387717.0
25853,JUIN (V DU MARECHAL),-46555.0,4991030.0
25854,PONT DES DROITS DE L'HOM,-50154.0,4389092.0
25855,STADE (AV DU),-48433.0,4389544.0
25856,ROCADE OUEST (RN 124),-53520.0,4390495.0
25857,PIERRE MENDES FRANCE (AV,-51437.0,4389213.0
25858,JUIN (V DU MARECHAL),-48695.0,4389866.0
25859,CLEMENCEAU (AV GEORGES),-49945.0,4388697.0
25860,BROUCHET (ALLEES),-49895.0,4388950.0
25861,LORRAINE (RUE D'ALSACE),-50651.0,4388820.0
25862,VIGNAU (AV DU),-46143.0,4387764.0
25863,ROCADE EST (RD 932 E),-46877.0,4387454.0
25864,BASTIAT (RUE FREDERIC),-50190.0,4389018.0
25865,VERT (BD DU CHEMIN),-47728.0,4388832.0
25866,KENNEDY (AV DU PRESIDENT,-49898.0,4388546.0
25867,VIGNAU (AV DU),-46171.0,4388059.0
25868,"16 bis, RIFFAULT (RUE EU",134186.0,4759145.0
25869,RD 952,129191.0,4755462.0
25870,"45, LECLERC (AVENUE DU M",133334.0,4759436.0
25871,HUBERT BRUCKER (ROND POI,132647.0,4756661.0
25872,MAUNOURY (AVENUE DE MARE,134301.0,4759746.0
25873,PERVENCHES (RUE DES),129364.0,4758715.0
25874,RUE PIERRE GILLES DE GEN,137319.0,4757162.0
25875,D951,135896.0,4759249.0
25876,"111, MAUNOURY (AVENUE DE",134399.0,4759817.0
25877,BEGON (RUE MICHEL )  SAU,130890.0,4759510.0
25878,"19, SAINT LUBIN (ROUTE)",129631.0,4759992.0
25879,"96, FRANCE (AVENUE DE)",131185.0,4759015.0
25880,JOSEPH PAUL BONCOUR (RON,132419.0,4757469.0
25881,MAUNOURY (AVENUE DE MARE,134270.0,4759706.0
25882,DUPUIS (BOULEVARD DANIEL,132000.0,4757920.0
25883,MEDICIS (ROND POINT),131839.0,4758485.0
25884,VALIN DE LA VAISSIERE (S,133418.0,4758529.0
25885,INDUSTRIE (BOULEVARD DE,132151.0,4760164.0
25886,BOULLE (RUE ANDRE),131969.0,4760773.0
25887,WILSON (ROND POINT PRESI,134840.0,4757796.0
25888,BRANLY (RUE EDOUARD),131322.0,4758834.0
25889,BESNARD (QUAI ULYSSE),131854.0,4757666.0
25890,VERDUN (AVENUE DE),134206.0,4758998.0
25891,CHAMPLOUET (RUE DE),134915.0,4761557.0
25892,CHAILLES (LEVEE DE),132023.0,4757277.0
25893,MAUNOURY (AVENUE DE MARE,134485.0,4759899.0
25894,BEGON (RUE MICHEL)  Nø I,131090.0,4759343.0
