id,adr,lat,long
57867,Route de Fleury - D955,340890.0,5026915.0
57868,16 route de MARQUETTE,325793.0,5027353.0
57869,route de  guersignies,395496.0,5012847.0
57870,route de guersignies,395496.0,5012847.0
57871,18 route de Taisnières,385814.0,5014039.0
57872,CD 962,385944.0,5014152.0
57873,59 rue Léo Lagrange,393080.0,5012336.0
57874,chemin de mont orgueil,389344.0,5005823.0
57875,D 965,389237.0,5004158.0
57876,lieu le Pot de Vin,390161.0,5018440.0
57877,NATIONALE 2,395168.0,5017455.0
57878,Route de Sains,394554.0,5011290.0
57879,rue cousin Corbier,403944.0,5001572.0
57880,Rue Léo Lagrange,404941.0,5001832.0
57881,avenue du général de gau,405058.0,5001860.0
57882,37 ter rue d' hirson,409098.0,4997745.0
57883,11 b RUE DU DOCTEUR BRUN,400704.0,5001929.0
57884,Boulevard Sadi Carnot,404528.0,5001650.0
57885,départementale D83,407515.0,5002241.0
57886,route d ANOR,405611.0,5000415.0
57887,départementale D42,402973.0,5001422.0
57888,rue du Dr Edmond Koral,401405.0,5002676.0
57889,RUE CROISET ÉLIET,404452.0,5001885.0
57890,rue de la paix,404396.0,5001826.0
57891,D98,350008.0,5013210.0
57892,37 RUE DE LATTRE DE TASS,353527.0,5009333.0
57893,Intersection rue du pont,353762.0,5010162.0
57894,23 route nationale,351331.0,5014391.0
57895,rue du pommereuil,359892.0,5009996.0
57896,D 955,353938.0,5012299.0
57897,CD 643,356726.0,5009847.0
57898,Lieu lit le jeune bois -,339732.0,5013739.0
57899,RUE ARISTIDE BRIAND,342024.0,5012196.0
57900,rue de Bevillers,338291.0,5014789.0
57901,rue de la République,341018.0,5012595.0
57902,107 Rue de Saint Quentin,341105.0,5011798.0
57903,route de Quievy,341713.0,5013288.0
57904,boulevard Jean Jaurès,340478.0,5012171.0
57905,rue de saint-quentin,340749.0,5011141.0
57906,9 rue de l'égalité,343445.0,5013655.0
57907,lieu dit fontaine au ter,346017.0,5016964.0
57908,99 rue charles gide,339512.0,5010776.0
57909,CD 88,334796.0,5023276.0
57910,D71,324520.0,5024760.0
57911,rue du Maréchal FOCH,332118.0,5023487.0
57912,RUE LEON BLUM,,
57913,D103,322836.0,5009036.0
57914,rue de la place,319899.0,5003735.0
57915,route nationale,321322.0,5012708.0
57916,RD 29,312513.0,5010774.0
57917,Départementale 103,321552.0,5007970.0
57918,"route de valenciennes ""L",351586.0,5027150.0
57919,45 rue de l'Abbaye,349882.0,5018159.0
57920,Rue du Général De Gaulle,349871.0,5019092.0
57921,01 rue de L'abbaye,349802.0,5018429.0
57922,D 43,353517.0,5017554.0
57923,rue du Général De Gaulle,350043.0,5019414.0
57924,Rue Louis Chantreau,321267.0,5026574.0
57925,Rue Notre Dame,304221.0,5027662.0
57926,D621,310880.0,5032605.0
57927,Rue d'ARLEUX,307059.0,5029716.0
57928,Route Nationale,320169.0,5045356.0
57929,CD 938 face au 49 rue ju,325315.0,5048174.0
57930,CD 430,321000.0,5044935.0
57931,rue du roupion,323215.0,5049602.0
57932,cd 938,321748.0,5046465.0
57933,CD  938,320488.0,5045645.0
57934,"1, rue Narcisse Locoge",397316.0,5033273.0
57935,CD 2649 - Lieu dit Poste,372368.0,5030064.0
57936,rue des remparts,379684.0,5029629.0
57937,RD 114,374970.0,5028514.0
57938,rue de Marpent,404692.0,5032286.0
57939,rue des Platanes,380201.0,5029821.0
57940,C932 chaussée brunehaut,376543.0,5027802.0
57941,D117,384937.0,5025543.0
57942,rue François BIOT,388593.0,5029511.0
57943,Route de pont-sur-sambre,384894.0,5024909.0
57944,34 rue Léon Malard,359078.0,5029150.0
57945,CD 932 / Rue du pont a v,367437.0,5021423.0
57946,Place du jeu de paume,362397.0,5025066.0
57947,40 route nationale,364237.0,5022313.0
57948,D 939,264685.0,5032971.0
57949,"Autoroute A.16, sens BOU",,
57950,A16,,
57951,Autoroute A 16,,
57952,A16,,
57953,A16,,
57954,A 16,,
57955,D33,288610.0,5032845.0
57956,rue d'Arras,279920.0,5034993.0
57957,Rue de la République,282216.0,5035777.0
57958,RN 17,278348.0,5034325.0
57959,rue Dégréaux,277246.0,5039730.0
57960,1 rue jules ferry,281624.0,5037759.0
57961,56 rue Carnot,274248.0,5038924.0
57962,D950,287853.0,5033182.0
57963,Route d'Acheville,283707.0,5037420.0
57964,RD 46,292816.0,5031607.0
57965,route nationale 50,292009.0,5033296.0
57966,D46,293056.0,5032071.0
57967,rue gustave danquin,159301.0,5082405.0
57968,107 rue roger salengro,172602.0,5080722.0
57969,rue du val,170683.0,5076373.0
57970,57 route de Boulogne,164582.0,5062826.0
57971,Rond point du 100 dunes,164080.0,5066539.0
57972,30 avenue François 1er,159713.0,5063095.0
57973,RUE DE L'ABBÉ COPPIN,157002.0,5067710.0
57974,rue du stade,163106.0,5067541.0
57975,D939,165280.0,5051036.0
57976,CD 148ES PR 52,167765.0,5058738.0
57977,RD 148,171346.0,5056436.0
57978,Boulevard de l'impératri,163439.0,5051534.0
57979,13 Grand rue,161329.0,5056414.0
57980,rue du bois,240949.0,5063695.0
57981,Bd C. De Gaulle,240331.0,5063906.0
57982,rue jean Jaures,240146.0,5063564.0
57983,rue de l'école buissonni,230730.0,5062657.0
57984,face au 385 rue de Mamet,233223.0,5066435.0
57985,21 rue de la plaine,232153.0,5062945.0
57986,rue de clarques,227464.0,5065938.0
57987,avenue VAUBAN,240337.0,5064049.0
57988,D.943,238883.0,5063778.0
57989,D157,238100.0,5063963.0
57990,route d'hazebrouck,242314.0,5065940.0
57991,rue du bois centre comme,241084.0,5063582.0
57992,Rue jean Monet,241285.0,5063467.0
57993,7 Bis rue de Villers,271364.0,4969570.0
57994,RD 102,152504.0,5012904.0
57995,intersection D3/D102,155414.0,5019949.0
57996,51 rue Louis de Rainvill,168109.0,5015377.0
57997,D925,161028.0,5007686.0
57998,D925,160992.0,5007689.0
57999,RD 929 route de Bapaume,268682.0,5001843.0
58000,RD 929,268083.0,5001529.0
58001,Rue Firmin Lalliez,264951.0,5000041.0
58002,place emile Leturq,264994.0,5000223.0
58003,R VICTOR HUGO,265013.0,5000048.0
58004,168 avenue du général fa,266951.0,5000966.0
58005,D42,264480.0,4996718.0
58006,,,
58007,Avenue de la Libération,,
58008,1 route de pavant,328229.0,4897503.0
58009,,328656.0,4904297.0
58010,lieu dit ferme de luquis,,
58011,ROUTE DES GRAVOTTES RD 8,344809.0,4887158.0
58012,RD 1003 PK8,326343.0,4904330.0
58013,Le Moncet,343449.0,4895346.0
58014,D11,332983.0,4895023.0
58015,rue Alexandre Dumas,408001.0,4992744.0
58016,RD29 PK25+940,400224.0,4986159.0
58017,RD 31 PK 60+990,,
58018,,,
58019,,,
58020,,,
58021,,401599.0,4987416.0
58022,51 bis rue du général De,408417.0,4992024.0
58023,rue de signy,421631.0,4990496.0
58024,rue de paris,407498.0,4991351.0
58025,,404150.0,4995613.0
58026,,403931.0,4998238.0
58027,8 hameau les vallées,411960.0,4989077.0
58028,,411110.0,4989602.0
58029,rue de verdun,410241.0,4987105.0
58030,,405437.0,4996052.0
58031,HAMEAU DE BELLEVUE,,
58032,place du pigeon blanc,411317.0,4995294.0
58033,rue de la république,413116.0,4991829.0
58034,avenue de verdun,409055.0,4990960.0
58035,route de Gisors,175024.0,4926407.0
58036,Intersection des CD 153,188494.0,4922262.0
58037,1 Grande Rue,183778.0,4918554.0
58038,D915 - rue camille pissa,177451.0,4931688.0
58039,Hérouval,179852.0,4922088.0
58040,d53,188409.0,4916719.0
58041,Route nationale 1,217954.0,4935259.0
58042,,222123.0,4932330.0
58043,RD 1001,220268.0,4931696.0
58044,RD 46,220763.0,4928552.0
58045,Rue des écoles,222955.0,4935183.0
58046,RD 1001,220273.0,4931692.0
58047,56 rue Robert BELLEIL,222500.0,4935147.0
58048,rd 125,216923.0,4928361.0
58049,14 rue de la Grand Place,223653.0,4926921.0
58050,RD 1001,216093.0,4936614.0
58051,rue de calais,219940.0,4933160.0
58052,RUE DE LABOISSIERE - ROU,218087.0,4929459.0
58053,Rue de PARIS,220202.0,4932159.0
58054,D505,216632.0,4932119.0
58055,ROUTE DÉPARTEMENTALE  44,223834.0,4930716.0
58056,CD 46,217365.0,4929724.0
58057,D137,243715.0,4931816.0
58058,CD 137,240103.0,4932412.0
58059,D 1016 PK 26,243422.0,4933387.0
58060,RD 200,247018.0,4928714.0
58061,Avenue Louis  Aragon,245674.0,4933108.0
58062,CD 200,246877.0,4928647.0
58063,départementale 75,254859.0,4935682.0
58064,rue Victor Hugo,246215.0,4932838.0
58065,Rue jean Corroyer,232022.0,4932063.0
58066,ZAC du Bois noir,233541.0,4931342.0
58067,départementale 137,229111.0,4931651.0
58068,Rue fréderic guillaume,231508.0,4932467.0
58069,D 137,236625.0,4931584.0
58070,D512E,230347.0,4932847.0
58071,"Départementale 12, route",232933.0,4932060.0
58072,D932A,277671.0,4934686.0
58073,RN 31,273351.0,4939829.0
58074,D13 SENS LONGUEIL SAINTE,269996.0,4934788.0
58075,"50, ROUTE EUGENIE",294253.0,4939036.0
58076,Route Départementale 973,297410.0,4935508.0
58077,862 rue Ferdinand MEUNIE,278789.0,4935934.0
58078,Rue Carnot,278818.0,4935675.0
58079,51 rue du Général Patton,615919.0,4940157.0
58080,RD653,619135.0,4948694.0
58081,RD62,626126.0,4944513.0
58082,RD653,618947.0,4947992.0
58083,RD57,623633.0,4946561.0
58084,rue du général Patton,616026.0,4940053.0
58085,rd 1330,260473.0,4921387.0
58086,RD 1330,260854.0,4920884.0
58087,rue du Lion,258041.0,4920396.0
58088,Rue Bellon,258822.0,4920565.0
58089,rue vieille de paris,258150.0,4920212.0
58090,88 avenue de la Républiq,258746.0,4920501.0
58091,Cours Thores Montmorency,258881.0,4920702.0
58092,Route Départementale 4,227530.0,4916017.0
58093,D929,230387.0,4924151.0
58094,rue de senlis,226009.0,4916680.0
58095,Rue de l'Equipée,223829.0,4921637.0
58096,Départementale 923,223690.0,4917957.0
58097,route de gisors,222541.0,4917669.0
58098,RD 1001,223314.0,4919185.0
58099,ROUTE DÉPARTEMENTALE 92,229778.0,4922247.0
58100,rue de la libération,228603.0,4917908.0
58101,D1001,224437.0,4915639.0
58102,rue de crouy,229313.0,4922357.0
58103,RD4E3,224602.0,4915349.0
58104,d1001,223140.0,4917375.0
58105,Départementale 1001,223653.0,4916120.0
58106,D1001,223154.0,4921970.0
58107,Route de  gouvieux,245457.0,4922089.0
58108,route de l'Aigle,247310.0,4918678.0
58109,avenue du Général Lecler,245842.0,4918251.0
58110,28 allée du vallois,246325.0,4920024.0
58111,21 avenue du maréchal jo,246415.0,4919158.0
58112,AVENUE DE LA PLAGE,238714.0,4916262.0
58113,RD 44,246124.0,4920622.0
58114,RD 1330 sens SENLIS -CRE,251139.0,4924226.0
58115,RD 138,251078.0,4919760.0
58116,D44,244454.0,4921100.0
58117,chemin du mont de po,244533.0,4916812.0
58118,avenue du général lecler,245730.0,4918088.0
58119,69 rue du connétable,247295.0,4919435.0
58120,rue des girondins,246096.0,4923360.0
58121,D1330,253308.0,4923550.0
58122,Ruelle de la Tenure,243898.0,4915522.0
58123,RD 44,243153.0,4921260.0
58124,RD 44,243362.0,4921165.0
58125,Route départementale D9E,276307.0,4908528.0
58126,Route nationale 2,284904.0,4915878.0
58127,,265776.0,4916798.0
58128,Route Nationale 02,285995.0,4916524.0
58129,route  nationale 330,274904.0,4909269.0
58130,5 Rue Jean Charron,287396.0,4916246.0
58131,"RN02, PK 13+75",284636.0,4915752.0
58132,RD 134,267183.0,4918918.0
58133,route de senlis,276016.0,4915867.0
58134,D9E,277310.0,4908110.0
58135,ROUTE NATIONALE 2,283468.0,4915223.0
58136,RN 330,275723.0,4908475.0
58137,"13, avenue de la républi",275882.0,4910174.0
58138,rue de Mareuil Intersect,275711.0,4908486.0
58139,Carrefour des  espionnes,265265.0,4914261.0
58140,"110, RTE DE PARIS",113005.0,4936140.0
58141,694 route de paris,117995.0,4939696.0
58142,68 route de paris - hame,112881.0,4936891.0
58143,D 6015,114495.0,4935070.0
58144,intersection RD 13 RD 60,125373.0,4938510.0
58145,route de Paris,112905.0,4936852.0
58146,258 route de paris,112984.0,4935393.0
58147,ROUTE DE PARIS,126451.0,4938589.0
58148,rue pierre corneille,116233.0,4940832.0
58149,RD 6014 face au numéro 2,127864.0,4938740.0
58150,RD 982 PR 66+870,26164.0,4949933.0
58151,intersection RUE VALLEE,35026.0,4955361.0
58152,cd6015,30828.0,4952075.0
58153,CD 39,31379.0,4956443.0
58154,430 route de videmare,29590.0,4950497.0
58155,RD 81,36268.0,4952609.0
58156,RD 915,138507.0,4970458.0
58157,67 bis rue de saint vinc,143297.0,4973777.0
58158,Bourg,155615.0,4974909.0
58159,,150391.0,4960843.0
58160,Lieu Dit Les Noyers,163543.0,4963346.0
58161,rue du maréchal LECLERC,155063.0,4961414.0
58162,intersection D1/D83,142763.0,4965237.0
58163,D915,155023.0,4961160.0
58164,rue de la libération,155258.0,4961021.0
58165,Lieu-dit Les Noyers,163539.0,4963347.0
58166,RD 915 - PK 39+000,143141.0,4964121.0
58167,"PK 23+500, RD 919, sens",159119.0,4963508.0
58168,rue Gustave Pries,76426.0,4961603.0
58169,35 av Georges Clémenceau,76506.0,4962075.0
58170,CD5,78620.0,4960100.0
58171,RD6015,76381.0,4962048.0
58172,zone commerciale Interma,77568.0,4962601.0
58173,26Rue des victoires,75267.0,4961816.0
58174,route d yvetot,72312.0,4956319.0
58175,Route départementale 490,75747.0,4948613.0
58176,D982,76298.0,4951918.0
58177,D131,72199.0,4954859.0
58178,RD 982,63311.0,4952956.0
58179,D913 route de Bourg Acha,78694.0,4944768.0
58180,23 route de Duclair,84424.0,4950806.0
58181,route départementale 104,69363.0,4958050.0
58182,1381 route de LA CIRQUE,80166.0,4953392.0
58183,79 rue jules ferry,95631.0,4955246.0
58184,Départementale 22,98312.0,4962312.0
58185,RUE JEAN JAURES,95334.0,4955190.0
58186,RD141  PK  018+400 inter,129272.0,4893195.0
58187,RN 154 au PK 028.683,119148.0,4902146.0
58188,RD 840,92922.0,4895627.0
58189,route nationale 154,119880.0,4896780.0
58190,"RD31, PK n° 004+165",104240.0,4903680.0
58191,8 Rue de la Croix Blanch,136093.0,4893319.0
58192,RN 154,119580.0,4898690.0
58193,RN154 PK n° 21+300,120265.0,4895183.0
58194,rue Eugène Potier,95139.0,4895270.0
58195,RD830,106977.0,4900527.0
58196,Intersection D613 D60,102820.0,4906550.0
58197,D140,89230.0,4896550.0
58198,59 allée des platanes,103967.0,4899527.0
58199,Intersection RD 830 et V,95993.0,4896187.0
58200,RD 830,105676.0,4900328.0
58201,Intersection CD 13 et RN,144667.0,4901333.0
58202,RUE DE LA VALLÉE,144206.0,4892629.0
58203,Rue de pacy,140761.0,4896579.0
58204,D57,129029.0,4903684.0
58205,La vallée Bocquet,141624.0,4892305.0
58206,11 rue de Fauville,120342.0,4903620.0
58207,RN 154,119054.0,4902608.0
58208,ROUTE DEPARTEMENTALE 316,125820.0,4908095.0
58209,D 135,127600.0,4919450.0
58210,Départementale D2,141562.0,4929003.0
58211,,136837.0,4922968.0
58212,CD 313,138370.0,4919732.0
58213,Avenue du Général de Gau,141884.0,4924679.0
58214,RD 11,133665.0,4929213.0
58215,RD 126,133670.0,4929230.0
58216,23 rue hamelin,141377.0,4924987.0
58217,rd1,144390.0,4922372.0
58218,Intersection RD 1 / rue,148154.0,4919483.0
58219,RD 313,153014.0,4909527.0
58220,Route départementale 9,165952.0,4919972.0
58221,33 rue saint andré - VEX,160021.0,4920904.0
58222,D313,159150.0,4909530.0
58223,06 route de louviers,117279.0,4906765.0
58224,ROUTE DE LOUVIERS,117160.0,4918063.0
58225,route Nationale-RD 6015,123883.0,4919218.0
58226,Route départementale 82,108942.0,4916900.0
58227,cd 6155,123101.0,4919534.0
58228,RD 112,110390.0,4920590.0
58229,D6015,121530.0,4921929.0
58230,route de sacquenville,110886.0,4905494.0
58231,Barrière de péage autoro,123305.0,4919107.0
58232,route d'aviron,115566.0,4906178.0
58233,Péage Incarville Nord,118196.0,4924763.0
58234,rd316,132544.0,4915971.0
58235,RD 6015,139601.0,4914674.0
58236,07 rue de pacy,135130.0,4913260.0
58237,RD 57,139282.0,4906476.0
58238,D57 PK 20,135759.0,4905984.0
58239,17 rue saint Fiacre,133451.0,4917945.0
58240,D6015 intersection C98,125360.0,4918382.0
58241,route des quaizes,126356.0,4915569.0
58242,D316,134655.0,4915252.0
58243,1 rue du Général RIBERPR,133598.0,4915983.0
58244,D57,135759.0,4905984.0
58245,"rue Charles de Gaulle, r",133831.0,4916447.0
58246,croisement rue des Troen,134350.0,4916040.0
58247,rue de lyons,115147.0,4931906.0
58248,"RD 313, RD 79",109731.0,4924665.0
58249,D 20,120027.0,4933402.0
58250,Intersection RD6015 /RD3,115884.0,4931560.0
58251,CD321,106420.0,4929610.0
58252,D79,114560.0,4929100.0
58253,la métairie,-170993.0,4804638.0
58254,3 place du docteur Joly,-174727.0,4802427.0
58255,06 avenue Joseph Jan,-174831.0,4802475.0
58256,la croix blanche RD44,-172424.0,4802939.0
58257,giratoire RD 34 / RD 77,-175512.0,4806216.0
58258,le bois noir,-172649.0,4805345.0
58259,D92,-151622.0,4813857.0
58260,PORTE DE TIZE,-158244.0,4813997.0
58261,bâton roulant,-151448.0,4818726.0
58262,RALLION,-148103.0,4818330.0
58263,intercection rd92 rd 29,-151993.0,4813219.0
58264,ROND POINT DE THIZE - D8,-159645.0,4813224.0
58265,PORTE DE TIZE,-158244.0,4813997.0
58266,6 rue des écoles,-143509.0,4818265.0
58267,D112 - la petite caduais,-137592.0,4818440.0
58268,rue de Rennes,-154831.0,4813689.0
58269,RD288 la barberais,-178271.0,4810268.0
58270,RD 34,-178831.0,4805940.0
58271,"RN 24, le Plessis Saucou",-174968.0,4810463.0
58272,D34,-185514.0,4807558.0
58273,Les Evignés,-178007.0,4806280.0
58274,le plessis saucourt,-175275.0,4810247.0
58275,Rue de la Croix Verte,-179022.0,4805462.0
58276,avenue bertrand duguescl,-154023.0,4833666.0
58277,Lieu dit le Gd Coudray,-151465.0,4832770.0
58278,la haute haye,-145943.0,4833999.0
58279,Rue jean Vinouze,-205939.0,4767264.0
58280,quai surcouf,259793.0,4633979.0
58281,RD177 la basse lande,-194224.0,4775719.0
58282,lieu dit Benette D873,-210242.0,4772425.0
58283,rue lucien poulard,-209069.0,4765026.0
58284,"lieu-dit ""la Morinais""",-177137.0,4798688.0
58285,CD 41 - Villiers,-170236.0,4797487.0
58286,LIEU DIT LA GREE,-179140.0,4801142.0
58287,80 rue de redon,-177531.0,4800192.0
58288,LA MENEHAIS,-182276.0,4796825.0
58289,LE BOEL,-175843.0,4799145.0
58290,le Verger,-177989.0,4799062.0
58291,route de Louvain - Pont,-177721.0,4799580.0
58292,KERMARIA,-179121.0,4795095.0
58293,LE BOIS MARTIN,-183684.0,4801229.0
58294,rue de fagues,-179221.0,4795767.0
58295,lieu dit Bolac,-181114.0,4803269.0
58296,La noe,-179830.0,4792288.0
58297,Rond point entre la D62,-186426.0,4792330.0
58298,Lieu-dit Cuplé,-209498.0,4859622.0
58299,RD 503  - LA RABINE -  I,-210616.0,4861883.0
58300,Boulevard du BECHAY,-214023.0,4862565.0
58301,69 rue de Dinard,-205817.0,4858282.0
58302,intersection D168-D503,-209500.0,4859620.0
58303,D 266,-206990.0,4857169.0
58304,La CLARLAIS,-150643.0,4801801.0
58305,La Mancelière D463/ D105,-142663.0,4803297.0
58306,le boulai,-144660.0,4791171.0
58307,7 rue de la Paix,-149779.0,4795873.0
58308,le pilier du milieu,-151883.0,4794623.0
58309,Rue André de Villoutreys,-150096.0,4796084.0
58310,Les Mottes,-145799.0,4801949.0
58311,rue jean-marie Hanet,-147871.0,4785653.0
58312,VOIE DE LA LIBERTE,-156705.0,4794863.0
58313,La pillière,-145517.0,4796176.0
58314,D14 LE PONT BILY,-251092.0,4844477.0
58315,RUE DU VAL,-251412.0,4846922.0
58316,14 rue de la croix toubl,-256045.0,4848781.0
58317,Le Jasmin,-254934.0,4844687.0
58318,Rue Mouexigné,-251400.0,4845954.0
58319,La ville es lan,-254801.0,4846760.0
58320,Lieu dit kerdelec- Marou,-251010.0,4843414.0
58321,rue Jamet,-260427.0,4847760.0
58322,"Rue Becquerel, Parc d Ac",-250661.0,4845522.0
58323,"Lieu dit St Maudez, CD 7",-256773.0,4842339.0
58324,6 avenue Georges Clémenc,-250609.0,4846466.0
58325,Rue Bigrel,-275746.0,4817648.0
58326,la ville basse,-277858.0,4817835.0
58327,RD35 Lieu-dit Kergouilla,-290771.0,4823240.0
58328,"Lieu dit Le Tourlanquin,",-279079.0,4826822.0
58329,Boulevard des Priteaux,-274822.0,4817833.0
58330,boulevard de oenthièvre,-275684.0,4818334.0
58331,Les trois fontaines,-285172.0,4814579.0
58332,"lieu dit ""le ruclé""",-305833.0,4874604.0
58333,Le Gerbet,-296497.0,4871749.0
58334,rue Gabriel Lebraz,-306125.0,4877914.0
58335,rue commandant le connia,-303121.0,4877379.0
58336,rue Maurice NOGUES,-305444.0,4877971.0
58337,cote du HOUEL,-308560.0,4871561.0
58338,Avenue du Général DeGaul,-304656.0,4877723.0
58339,route de frinaudour,-311910.0,4873184.0
58340,lieu-dit Mare Boudard,-258149.0,4854529.0
58341,rue d'armorique,-266741.0,4847820.0
58342,rue de lormé,-243102.0,4864808.0
58343,la moinerie,-247166.0,4859802.0
58344,D 786 l'hotel des landes,-249930.0,4858188.0
58345,le pont rolland,-261516.0,4852056.0
58346,RD 786,-244262.0,4862011.0
58347,rue du parc,-255383.0,4858920.0
58348,le beau moelan,-258935.0,4852268.0
58349,rue du Cloitre,-253421.0,4857898.0
58350,bon abri,-265627.0,4852374.0
58351,D786,-242488.0,4861892.0
58352,lieu dit pellouare,-244984.0,4860579.0
58353,"""beausoleil"" - D 786",-253849.0,4855436.0
58354,rue louis guilloux,-268315.0,4847808.0
58355,c36,-282042.0,4842266.0
58356,RUE DE LA BASSE VILLE,-283750.0,4849804.0
58357,Rue de la Ville Neuve,-274712.0,4843921.0
58358,Rue des lilas,-275126.0,4844915.0
58359,Lieu dit Le Rillan,-284364.0,4841625.0
58360,rue de sébastopol,-282297.0,4840691.0
58361,la secouette,-279053.0,4840132.0
58362,"D10 ""RUE DU CAMP DE PERA",-280294.0,4845489.0
58363,Le hameau de la justice,-282394.0,4840386.0
58364,lieu-dit La secouette,-299498.0,4843343.0
58365,,-202165.0,4849197.0
58366,la Croix Briand,-209536.0,4846201.0
58367,Route départementale 137,-191243.0,4851534.0
58368,La croix du chêne,-203725.0,4842582.0
58369,La Croix Fermale,-193932.0,4852849.0
58370,LIEU DIT LE CLOS TIRARD,-197227.0,4833784.0
58371,Route de Dol,-201425.0,4846124.0
58372,20 rue des ronces,-198090.0,4838445.0
58373,route de calorguen,-204346.0,4843300.0
58374,lieu dit la lande du boi,-200834.0,4854054.0
58375,rue Cassepot,-207407.0,4844763.0
58376,DÉPARTEMENTALE N°2-route,-206016.0,4846931.0
58377,Avenue de l'Aublette - D,-208294.0,4844762.0
58378,avenue rené cassin,-206246.0,4845425.0
58379,Route de DINARD,-204801.0,4846056.0
58380,lieu dit coutances,-202265.0,4850502.0
58381,18 rue de la Ferronnerie,-204551.0,4845347.0
58382,20 route du calvaire,-209640.0,4842396.0
58383,''Le Bois Butte'',-209638.0,4846207.0
58384,D 26 lieu dit la girauda,-202495.0,4839466.0
58385,D 794- LIEU LA BUTTE,-195421.0,4843856.0
58386,"CD  786, La Villeneuve",-223876.0,4858584.0
58387,Z.A. du chemin vert,-228362.0,4859416.0
58388,Rue de l'école,-243822.0,4853914.0
58389,Haut Boulay - CD.768,-238257.0,4852311.0
58390,Surville,-244153.0,4858193.0
