id,adr,lat,long
63084,D404 X,272801.0,4893165.0
63085,D404 X D54 OUEST,272817.0,4893191.0
63086,D102,308117.0,4910174.0
63087,D146,293420.0,4901247.0
63088,D17,298412.0,4899043.0
63089,D 17,307173.0,4903783.0
63090,D121 - DEVERSOIR,294858.0,4901341.0
63091,D121,296337.0,4901199.0
63092,D405 PK 2+020,301893.0,4907006.0
63093,D17,302084.0,4901063.0
63094,D401,305037.0,4902329.0
63095,D121,294589.0,4900934.0
63096,N 330,284337.0,4900454.0
63097,D401 X D41 OUEST,274716.0,4904798.0
63098,D9 X D27 X VC,273644.0,4901566.0
63099,D9D - RUE NOEFORT,278476.0,4906703.0
63100,D38 X D97,288265.0,4901645.0
63101,D9E1 PB INDICE ROUTE,277226.0,4908158.0
63102,N330 X D41,278626.0,4905271.0
63103,rue de meaux,288266.0,4901651.0
63104,Route départementale 401,276103.0,4904489.0
63105,N330,282320.0,4902105.0
63106,RD 38 PK 10+500,287769.0,4899727.0
63107,D38,287920.0,4899975.0
63108,RD 619,304618.0,4856446.0
63109,D75 X CHEMIN,314370.0,4854431.0
63110,RD 619 PK: 39+533,303850.0,4856420.0
63111,"D919, LD Moulin de Ville",157757.0,4781842.0
63112,D 2060,225521.0,4788818.0
63113,RD 137,226469.0,4796020.0
63114,67 GRANDE RUE,226581.0,4785756.0
63115,RD 2060,233844.0,4793034.0
63116,58 route de Sully - D948,238879.0,4793573.0
63117,route de FAY,223516.0,4793235.0
63118,RD952,223680.0,4788020.0
63119,ROUTE DE CHATENOY,238481.0,4788046.0
63120,46 R DES PLANTES,203129.0,4788707.0
63121,RD 2060 PK 86+500,202756.0,4791077.0
63122,Avenue d'Orléans,210105.0,4790611.0
63123,RD 2060,210229.0,4790616.0
63124,rue de pont au moines,210096.0,4791419.0
63125,31 rue Gustave eiffel,203575.0,4790559.0
63126,RTE TIGY,215506.0,4780139.0
63127,D921,208895.0,4780568.0
63128,01 Bis Rue DES LIMOUSINS,210239.0,4785905.0
63129,D921 Avenue des Fontaine,212602.0,4787038.0
63130,29 boulevard carnot,212344.0,4786593.0
63131,route de tigy,221100.0,4773221.0
63132,D12,213558.0,4775131.0
63133,Lieu Dit LES PRATEAUX,208439.0,4780473.0
63134,D951 - PK 65+800,219000.0,4780399.0
63135,D951,206629.0,4785055.0
63136,route de chateauneuf,222499.0,4784240.0
63137,Route de la Ferté Saint,211271.0,4785175.0
63138,D951,269292.0,4765339.0
63139,RD 2007-lieu dit maison,273405.0,4778855.0
63140,224 rue du puits,265675.0,4765764.0
63141,RD 940,264976.0,4769435.0
63142,RD 2007,273719.0,4779336.0
63143,RD 83 - PK 019+905,227511.0,4763364.0
63144,,234441.0,4768564.0
63145,Route de Gien,254280.0,4776138.0
63146,route départementale 951,235124.0,4776637.0
63147,Rue de la gare,240055.0,4781084.0
63148,rue de paris,237173.0,4777301.0
63149,Place de l'église- D51,236300.0,4763649.0
63150,rue sadi carnot,247333.0,4776535.0
63151,Chemin de la salle verte,237440.0,4776820.0
63152,rd952,249301.0,4776395.0
63153,RD 135- route des choux,272594.0,4783912.0
63154,Faubourg de MONTARGIS,284091.0,4783617.0
63155,RD 921,220604.0,4817376.0
63156,RD 2152,220498.0,4813520.0
63157,D950,229043.0,4814816.0
63158,rue Pithiviers,235437.0,4812062.0
63159,avenue de la république,225012.0,4817715.0
63160,Route de puiseaux,226056.0,4817717.0
63161,rue rené cassin,,
63162,rue des postillons,228286.0,4822045.0
63163,RD 22 - PK 3 + 100,220604.0,4817376.0
63164,RD 22 PK 008.000,216171.0,4820725.0
63165,95 faubourg du Gâtinais,225676.0,4816477.0
63166,RD 921,219817.0,4832443.0
63167,Croisement D23-D24,230986.0,4829662.0
63168,Cd2152,237728.0,4827221.0
63169,1 rue de la gare,240159.0,4829396.0
63170,RN 151,227799.0,4701186.0
63171,Pk 20 + 194 lieu dit Fer,140323.0,4877124.0
63172,RD 928,148555.0,4887101.0
63173,5 route d'anet,138387.0,4884254.0
63174,D16 - nantilly,147642.0,4889650.0
63175,D116,140350.0,4884718.0
63176,D 928,149015.0,4887434.0
63177,RD 21-4,150564.0,4879521.0
63178,route de sorel,143002.0,4885046.0
63179,D933,153162.0,4884719.0
63180,D 21.4,155785.0,4878873.0
63181,42 rue des sablons,155846.0,4862970.0
63182,D140 - PK 2+500,143170.0,4866124.0
63183,D101 - PK 4+150,157852.0,4873082.0
63184,route de ST REGLE,108394.0,4739826.0
63185,BD Saint Denis Hors,100516.0,4739315.0
63186,BD ST DENIS HORS,102081.0,4740705.0
63187,BD A  FRANCE FACE ALDI,98460.0,4742179.0
63188,RUE GREGOIRE DE TOURS,98621.0,4740567.0
63189,Intersection entre la D3,100840.0,4748286.0
63190,12 QUAI DE ?,98254.0,4741285.0
63191,LIEU DIT LE VERDE,102660.0,4742642.0
63192,Bd SAINT DENIS HORN,100231.0,4739349.0
63193,RUE DU COLOMBIER,98289.0,4742488.0
63194,1 cité du clos des garde,98574.0,4740110.0
63195,SAUGEONS,108197.0,4746208.0
63196,3 ALLES DE MALETRENNE,98522.0,4740443.0
63197,19 MARS 19..,101834.0,4740311.0
63198,D952,89835.0,4740434.0
63199,Intersection RD 952 et r,95460.0,4741113.0
63200,,95683.0,4738581.0
63201,LA LORIETTE,105360.0,4751186.0
63202,,96437.0,4741304.0
63203,RUE DES THOMAUX,102104.0,4740690.0
63204,ROUTE DU BUISSON/ST OUEN,102587.0,4745725.0
63205,AVENUE DE TOURS,97290.0,4740867.0
63206,05 rue des Tetes noire,103662.0,4742407.0
63207,RUE DE  PERREUX,97501.0,4742233.0
63208,LIEU DIT LES BORDES,91257.0,4740214.0
63209,ROUTE DE LIMERAY,100641.0,4744651.0
63210,D952,95243.0,4741040.0
63211,PLACE RICHELIEU,98594.0,4741043.0
63212,ROUTE  DE BLOIS,99321.0,4742565.0
63213,,96727.0,4739610.0
63214,,100564.0,4742987.0
63215,ALLÉE DE  PLAISANCE,98375.0,4740250.0
63216,109 AV DES MONTILS,94518.0,4741271.0
63217,24 RUE AMELIE VINCENDEAU,95975.0,4743416.0
63218,10 ter VALLEE ST MARTIN,91914.0,4739220.0
63219,BEL AIR,92662.0,4751265.0
63220,15 PLACE ST DENIS,97973.0,4741032.0
63221,RUE DE BLERE,102708.0,4732290.0
63222,D31,97748.0,4733705.0
63223,LIEU DIT MOULIN DE BEUGN,107465.0,4729298.0
63224,Lieu dit GRANDLAY,94750.0,4732670.0
63225,LES SABLONS,91669.0,4733100.0
63226,ROUTE DE MONTPOUPON,111423.0,4727865.0
63227,RUE D AMBOISE,104634.0,4733743.0
63228,ROUTE DE BLERE,105439.0,4726706.0
63229,,98965.0,4728639.0
63230,,95972.0,4734186.0
63231,D924,133344.0,4772658.0
63232,RD 924,132701.0,4764984.0
63233,départementale 140,137180.0,4764147.0
63234,,133579.0,4775799.0
63235,rue de Saint Dyé,148302.0,4764237.0
63236,CD 103,156837.0,4765200.0
63237,RD3,-107725.0,4491695.0
63238,PR 37+900 reel,-96242.0,4483350.0
63239,D3 PK47+300,-106527.0,4501784.0
63240,D6E1 - PK 5 + 300,-117360.0,4504532.0
63241,CHEMIN DE LA FRANCILLE,-105896.0,4507392.0
63242,7 boulevard de la plage,-120139.0,4500350.0
63243,route de Carcans,-96390.0,4505750.0
63244,"lieu-dit troussas sud, C",-98201.0,4506351.0
63245,RD6E1,-117550.0,4503490.0
63246,Route départementale 107,-92207.0,4487120.0
63247,ch.Gleysaou/chemin Privé,-112466.0,4484868.0
63248,Lieu dit Méjos,-103750.0,4497603.0
63249,"RD3 - Lieu-dit ""Coutin""",-105555.0,4505034.0
63250,D6/Pist Cycl D801,-119327.0,4500187.0
63251,D5E4 / Pist Cycl D807,-108109.0,4487782.0
63252,Rte.Matouneyres/Ch.Fores,-93273.0,4511312.0
63253,RD4 PR 24+900,-101428.0,4518934.0
63254,RD 3,-112327.0,4483863.0
63255,RD 6E1,-117687.0,4506406.0
63256,D3,-104505.0,4509212.0
63257,D5 PR27+800 reel,-98956.0,4491950.0
63258,route de Saint Julien le,510221.0,4333862.0
63259,D9***,518457.0,4336651.0
63260,57 avenue draio de la ma,513988.0,4333031.0
63261,RD 568,523062.0,4337177.0
63262,rue de l'aviation,-159624.0,4715764.0
63263,RD 85,-159331.0,4715294.0
63264,RUE DE L'ILE SAINTE-HELE,-156172.0,4718659.0
63265,Route des lacs.,-110259.0,4461448.0
63266,Av des Loisirs.,-109943.0,4461865.0
63267,4 rue de l'Yser,-107187.0,4464008.0
63268,D652/All.Champs des Land,-111026.0,4462927.0
63269,AL.Tulipes/D260/D652,-111058.0,4462784.0
63270,RD650  / RD652,-111249.0,4463820.0
63271,D650 / Av STE MARIE,-111629.0,4463953.0
63272,Avenue de Césarée,-107316.0,4461705.0
63273,Route de Bordeaux,-101766.0,4452759.0
63274,D260 / D650E1,-102492.0,4462327.0
63275,Av Côte d'argent/Av Gare,-102174.0,4463558.0
63276,Rte.Sports/All.Malpont,-106708.0,4461546.0
63277,D260 / D650E3,-107343.0,4462243.0
63278,D 216  PK 16,-96569.0,4457238.0
63279,route des lacs,-110922.0,4462479.0
63280,D650/Al.Bireboussaou,-104947.0,4464053.0
63281,"12, LIBERTE AV.DE LA",706688.0,4356317.0
63282,"50, CHATAIGNIERS AV.DU",711493.0,4358092.0
63283,"1, REPUBLIQUE RUE DE LA",712195.0,4358037.0
63284,"23, AUSSEL AV.NICOLAS",710711.0,4357732.0
63285,"50, ONZE NOVEMBRE AV.DU",712371.0,4358931.0
63286,"595, LIBERTE AV.DE LA",,
63287,"52, LIBERTE AV.DE LA",,
63288,"690, LIBERTE AV.DE LA",706309.0,4355809.0
63289,"1, ROCHAT AV.PHILIPPE",711808.0,4358540.0
63290,"35/37, ROCHAT AV.PHILIPP",,
63291,"63, ROCHAT AV.PHILIPPE",711105.0,4358724.0
63292,"54, CANNES(RN.7) AV.DE",708676.0,4357331.0
63293,RD6007,711564.0,4358054.0
63294,"1292, COMBES CH.DES",,
63295,"50, LIBERTE AV.DE LA",707079.0,4356658.0
63296,"53, POINCARE BD RAYMOND",710608.0,4357197.0
63297,"60, BIJOU PLAGE BD",709757.0,4357430.0
63298,"51, WILSON BD",711705.0,4357506.0
63299,"15, BAUDOIN BD EDOUARD",711577.0,4356447.0
63300,BIOT (CD.4) RTE DE,711957.0,4361486.0
63301,GUILLAUMONT BD CHARLES,710282.0,4357691.0
63302,"1, VERDUN AV.DE",712672.0,4358384.0
63303,"1, COUTELLIER CH.",709177.0,4360237.0
63304,LITTORAL(BDM APRES BIJOU,708440.0,4356980.0
63305,"1750, SAINT BERNARD CH.",705646.0,4359323.0
63306,"852, SAINT BERNARD CH.",705530.0,4358474.0
63307,"53, NOVEMBRE 11 AVE",712295.0,4358952.0
63308,RD6007,710387.0,4357766.0
63309,VAUTRIN BD DU GENERAL,711899.0,4358761.0
63310,"1990, GRASSE RTE DE",708644.0,4359950.0
63311,"1071, SQUARE FRANCOIS PI",709542.0,4359392.0
63312,"74, LIBERTE AV.DE LA",707196.0,4356772.0
63313,"7, ALBERT 1ER BD ET SQUA",712245.0,4357904.0
63314,"12, COURBET AV.AMIRAL",710614.0,4357137.0
63315,"530, AMES DU PURGATOIRE",709708.0,4359006.0
63316,"2, ESTEREL AV.DE L'",711122.0,4357061.0
63317,"27, CHANCEL BD",711756.0,4357861.0
63318,GUILLAUMONT BD CHARLES,710675.0,4356968.0
63319,RD6107,711578.0,4358053.0
63320,"1672, MAYMES CH.DE ST",708502.0,4358840.0
63321,TROIS MOULINS RUE DES,,
63322,"1, JAMES CLOSE RUE",712550.0,4358021.0
63323,"1615, JUIN AV.MARECHAL",711889.0,4355073.0
63324,"1, SAINT ROCH AV.",712302.0,4358309.0
63325,"1205, CLAUDE CH.DE ST",709255.0,4360263.0
63326,"28, MIMOSAS(VALLAURIS) A",705263.0,4357342.0
63327,"2791, SAINT BERNARD CH.",705813.0,4359960.0
63328,NOVEMBRE 11 AVE,712359.0,4358942.0
63329,"624, CANNES RTE DE",704500.0,4356926.0
63330,RD6007,706484.0,4355986.0
63331,"2625, SAINT CLAUDE CH.DE",708793.0,4360277.0
63332,"0, LECLERC BD MARECHAL",712411.0,4357483.0
63333,BIOT (CD.4) RTE DE,712621.0,4361254.0
63334,"13, AUSSEL AV.NICOLAS",710676.0,4357764.0
63335,"1260, NICE(RN.7) AV.ET R",712613.0,4361139.0
63336,GREC AV.JULES,711340.0,4359780.0
63337,BORD DE MER RN.98 LA SIE,712758.0,4361184.0
63338,BORD DE MER RN.98 LA SIE,712552.0,4360298.0
63339,"1026, SAINT CLAUDE CH.DE",710645.0,4359690.0
63340,"39, DUGOMMIER BD",711894.0,4358372.0
63341,"1971, NICE(RN.7) AV.ET R",712000.0,4361000.0
63342,NICE(RN.7) AV.ET RTE DE,712611.0,4361134.0
63343,"259, TERRIERS ALLEE- CH.",708967.0,4359619.0
63344,POINCARE BD RAYMOND,710705.0,4357192.0
63345,"28, COUGOULINS CH.ET AV.",709193.0,4360780.0
63346,"1, EUCALYPTUS AV.ET CH.D",708937.0,4357948.0
63347,"118, POINCARE BD RAYMOND",710264.0,4357231.0
63348,"91, WILSON BD",711491.0,4357134.0
63349,REIBAUD AV.,,
63350,"101, GRASSE RTE DE",710575.0,4359130.0
63351,"69, CLEMENCEAU AV.GEORGE",705788.0,4357409.0
63352,"20, CANNES(RN.7) AV.DE",709465.0,4357510.0
63353,"29, NICE(RN.7) AV.ET RTE",712084.0,4359198.0
63354,"53, BADINE RTE DE LA",710732.0,4357823.0
63355,"701, NICE(RN.7) AV.ET RT",712000.0,4360000.0
63356,"213, BACON BD DU ET BD G",713399.0,4356990.0
63357,"27, CANNES(RN.7) AV.DE",709516.0,4357505.0
63358,"77, POINCARE BD RAYMOND",710200.0,4357200.0
63359,NICE(RN.7) AV.ET RTE DE,711837.0,4358526.0
63360,"348, LECLERC GENERAL AVE",718934.0,4367449.0
63361,"293, LECLERC GENERAL AVE",,
63362,RN202BIS,,
63363,"11, COMBES RUE DES",,
63364,POMPIDOU GEORGES BOULEVA,,
63365,"32, NICE AVENUE DE (RN7)",,
63366,PLAGE BOULEVARD DE LA,,
63367,FRANCE ROUTE DE,,
63368,MOSCHETTI RUE,,
63369,"65, JUIN BOULEVARD MAREC",,
63370,"47, DE GAULLE GENERAL AV",,
63371,CANNES AVENUE DE (RN7),,
63372,PAGNOL AVENUE MARCEL,,
63373,"959, CURIE PIERRE ET MAR",718553.0,4369122.0
63374,VERNE RUE JULES,,
63375,NICE AVENUE DE (RN7),,
63376,VESPINS ROUTE DES,,
63377,"540, FAHNESTOCK G. CHEMI",,
63378,VESPINS ROUTE DES,,
63379,"113, NICE AVENUE DE (RN7",,
63380,PLAGE BOULEVARD DE LA,,
63381,VENCE ROUTE DE,,
63382,"4, ECOLES RUE DES",,
63383,ALPES AVENUE DES,,
63384,"124, ALPES AVENUE DES",,
63385,LECLERC GENERAL AVENUE,,
63386,BESSET AVENUE CYRILLE,,
63387,GRASSE AVENUE DE,,
63388,POMPIDOU GEORGES BOULEVA,,
63389,BORD DE MER RM 98,718805.0,4365842.0
63390,"417, LECLERC GENERAL AVE",719024.0,4367322.0
63391,"41, TUILIERES AVENUE DES",,
63392,POMPIDOU GEORGES BOULEVA,719629.0,4366697.0
63393,OSSOLA JEAN BOULEVARD,718933.0,4366882.0
63394,PROMENADE DE L HIPPODROM,714441.0,4364346.0
63395,"166, BORD DE MER RN 98",718415.0,4365780.0
63396,"5, PLAGE BOULEVARD DE LA",715330.0,4365162.0
63397,"8, ST LAURENT CHEMIN DE",717263.0,4366495.0
63398,"629, VENCE ROUTE DE",714061.0,4367683.0
63399,"136, ALPES AVENUE DES",712771.0,4366428.0
63400,"175, GARE ROUTE DE LA",719924.0,4366402.0
63401,"417, 11 NOVEMBRE AVENUE",719248.0,4367170.0
63402,GAUDE AVENUE DE LA,715016.0,4367606.0
63403,"54, NICE AVENUE DE (RN7)",715882.0,4365770.0
63404,VAUBAN AVENUE,718021.0,4365772.0
63405,"5, MARTIN RUE DU CHEVALI",714991.0,4366431.0
63406,"201, PUGETS AVENUE DES",718846.0,4367745.0
63407,"11, CHEIRON AVENUE DU",712368.0,4367272.0
63408,"1393, BARONNE ROUTE DE L",717792.0,4371217.0
63409,"104, PLAGE BOULEVARD DE",716989.0,4365775.0
63410,"9010, BRECQ CHEMIN DU",714921.0,4367146.0
63411,"369, PROVENCE BOULEVARD",718503.0,4366859.0
63412,"110, BARONNE ROUTE DE LA",718122.0,4370057.0
63413,"9-11, KENNEDY BOULEVARD",715161.0,4365409.0
63414,"8, DE GAULLE PLACE CHARL",715085.0,4366366.0
63415,"1299, POMPIDOU GEORGES B",719051.0,4367946.0
63416,"380, VESPINS ROUTE DES",718187.0,4366037.0
63417,"24, NICE AVENUE DE (RN7)",715495.0,4365624.0
63418,"25, BESSET AVENUE CYRILL",715470.0,4366327.0
63419,"., DIGUE CHEMIN DE LA",718148.0,4369960.0
63420,PLAGE BOULEVARD DE LA,715716.0,4365395.0
63421,"199, VESPINS ROUTE DES",717995.0,4366025.0
63422,"120, BORD DE MER RN 98",717869.0,4365657.0
63423,"613, LIBERATION AVENUE D",719005.0,4367088.0
63424,"131, VERDUN AVENUE DE",719377.0,4365863.0
63425,"70, CAMPANETTE CHEMIN DE",716371.0,4367849.0
63426,"293, LECLERC GENERAL AVE",718926.0,4367450.0
63427,PLAGE BOULEVARD DE LA,,
63428,"08, PASQUALINI RUE J.P.",714952.0,4366047.0
63429,"38, NICE AVENUE DE (RN7)",717749.0,4366056.0
63430,"17, MERCANTOUR AVENUE DU",712637.0,4367256.0
63431,"0, MAICON PROMENADE",719670.0,4366595.0
63432,"124, NICE AVENUE DE (RN7",716967.0,4365955.0
63433,BORD DE MER RN 98,719000.0,4366000.0
63434,"99, NICE AVENUE DE (RN7)",716658.0,4365923.0
63435,PROMENADE DE L HIPPODROM,714460.0,4364381.0
63436,"0, GARE ROUTE DE LA",719981.0,4366420.0
63437,"0, CANNES AVENUE DE (RN7",714421.0,4365311.0
63438,"706, DE GAULLE GENERAL A",719000.0,4366770.0
63439,"133, LECLERC GENERAL AVE",719021.0,4367322.0
63440,"0, GERBAULT ALAIN PROMEN",718200.0,4365704.0
63441,"172, SAUVAIGO PIERRE AVE",717934.0,4366149.0
63442,"113, BORD DE MER RN 98",717532.0,4365654.0
63443,"36, GARE AVENUE DE LA",714819.0,4365834.0
63444,"100, BORD DE MER RN 98",719521.0,4366213.0
63445,"1, COUBERTIN PIERRE DE A",719331.0,4367205.0
63446,"12, CANNES AVENUE DE (RN",714997.0,4365471.0
63447,"84, VERDUN AVENUE DE",708300.0,4340010.0
63448,"1009, BARONNE ROUTE DE L",717788.0,4370862.0
63449,"113, PLAGE BOULEVARD DE",717300.0,4365600.0
63450,"495, PAGNOL MARCEL BOULE",717930.0,4366650.0
63451,"119, ALPES AVENUE DES",712736.0,4366683.0
63452,"76, VAL FLEURI CHEMIN DU",716753.0,4366749.0
63453,"35, CHENES AVENUE DES",716675.0,4366062.0
63454,"100, PLAGE BOULEVARD DE",716944.0,4365779.0
63455,BORD DE MER RN 98,719534.0,4366219.0
63456,"358, MAGNOLIAS AVENUE DE",718803.0,4366306.0
63457,"20, NICE AVENUE DE (RN7)",715487.0,4365622.0
63458,"95 Bis, PLAGE BOULEVARD",716762.0,4365769.0
63459,"10, POMPIDOU AVENUE GEOR",715441.0,4366309.0
63460,"84, GRASSE AVENUE DE",713525.0,4363932.0
63461,"1, ROND POINT COUBERTIN",719376.0,4367201.0
63462,"14, CANNES AVENUE DE (RN",714903.0,4365447.0
63463,"1, DONAT AVENUE DOCTEUR",714855.0,4366075.0
63464,"87, NICE AVENUE DE (RN7)",716469.0,4365918.0
63465,"932, VESPINS ROUTE DES",718980.0,4366047.0
63466,"26, RENOIR AVENUE AUGUST",715172.0,4366474.0
63467,"76, BESSET AVENUE CYRILL",715801.0,4365963.0
63468,TUILIERES AVENUE DES,715438.0,4366527.0
63469,"965, SAUVAIGO PIERRE AVE",718678.0,4366553.0
63470,"100, POMPIDOU GEORGES BO",719085.0,4367847.0
63471,"1, MISTRAL FREDERIC AVEN",718920.0,4366026.0
63472,"49, PLAGE BOULEVARD DE L",716195.0,4365597.0
63473,"45, SANTOLINE RUE DE LA",712950.0,4366282.0
63474,"33, VAL FLEURI CHEMIN DU",717227.0,4366322.0
63475,"176, LECLERC GENERAL AVE",719023.0,4367323.0
63476,"119, NICE AVENUE DE (RN7",716958.0,4365961.0
63477,"865, VESPINS ROUTE DES",718799.0,4366001.0
63478,COUBERTIN PIERRE DE AVEN,719330.0,4367200.0
63479,"1, HOTEL DES POSTES AVEN",715056.0,4366253.0
63480,"1, SURCOUF ROBERT AVENUE",714882.0,4365668.0
63481,"126, GAUDE AVENUE DE LA",714898.0,4368340.0
63482,"100, GRASSE AVENUE DE",713401.0,4365950.0
63483,"1819, BORD DE MER RN 98",717861.0,4365650.0
63484,"84, PICAUD (AVENUE DR) B",698576.0,4359432.0
63485,MIDI (BOULEVARD DU),699386.0,4354919.0
63486,SADI CARNOT (BOULEVARD),701635.0,4357063.0
63487,"54, CANNES (RUE DE)",,
63488,"00, ANGLAIS (AVENUE DES)",701922.0,4356206.0
63489,"76, TONNER (AVENUE FRANC",697480.0,4354995.0
63490,MERIMEE (RUE PROSPER),701849.0,4356976.0
63491,CROISETTE (BOULEVARD DE),,
63492,PICAUD (AVENUE DR) BOCCA,700333.0,4355082.0
63493,SAUVAIGO (PLACE),699510.0,4356982.0
63494,MIDI (BOULEVARD DU),698228.0,4354784.0
63495,"34, TONNER (AVENUE FRANC",,
63496,ANCIENS COMBATTANTS D'AF,702296.0,4355399.0
63497,"01, CAMPON (RUE",,
63498,"86, DELATTRE DE TASSIGNY",701454.0,4355518.0
63499,"15, GRAS (RUE JEAN)",697989.0,4354944.0
63500,"181, GRASSE (AVENUE DE)",700663.0,4355808.0
63501,MIDI (BOULEVARD DU),698020.0,4354757.0
63502,"28, MOULIN (BOULEVARD JE",,
63503,CARNOT (BOULEVARD),701704.0,4355507.0
63504,"32, MOULIN (BOULEVARD JE",,
63505,ECOLES (RUE DES),,
63506,"100, TONNER (AVENUE FRAN",697551.0,4354963.0
63507,LYON (AVENUE DE),,
63508,"233, LEADER (BOULEVARD)",698935.0,4356387.0
63509,"76, JUIN (AVENUE MARECHA",703967.0,4354843.0
63510,"28, MIDI (BOULEVARD DU)",697615.0,4354688.0
63511,"209, GRASSE (AVENUE DE)",700536.0,4355983.0
63512,"8, boulevard du MIDI",700459.0,4354901.0
63513,"8, VAUTRIN (BOULEVARD DU",703050.0,4355076.0
63514,"78, SADI CARNOT (BOULEVA",701630.0,4357132.0
63515,"00, POESIE (AVENUE PIERR",696214.0,4355138.0
63516,"261, JOURDAN (AVENUE MIC",695318.0,4357303.0
63517,"21, ANTIBES (RUE D')",701809.0,4355246.0
63518,"12, OXFORD (BOULEVARD D'",702353.0,4356437.0
63519,"123, VALLAURIS (AVENUE D",703783.0,4356206.0
63520,"23, PICAUD (AVENUE DR) B",700219.0,4355079.0
63521,"00, TONNER (AVENUE FRANC",697879.0,4354980.0
63522,"12, MOULIERES (RUE DES)",701506.0,4357602.0
63523,CROISETTE (BOULEVARD DE),703534.0,4354443.0
63524,"00, BACHAGA SAID BOUALAM",702289.0,4355403.0
63525,"12, ECOLES (RUE DES)",700631.0,4357130.0
63526,"21, CARNOT (BOULEVARD)",701686.0,4355654.0
63527,REPUBLIQUE (BOULEVARD DE,702507.0,4355390.0
63528,ALEXANDRE III (BOULEVARD,703776.0,4354643.0
63529,"79, CROISETTE (BOULEVARD",703251.0,4354677.0
63530,"00, MIDI (BOULEVARD DU)",699396.0,4354920.0
63531,"12, PICAUD (AVENUE DR) B",700297.0,4355077.0
63532,"12, BORDE (AVENUE DE LA)",696633.0,4356710.0
63533,"33, ANTIBES (RUE D')",701920.0,4355254.0
63534,"514, COLLINES (CHEMIN DE",702093.0,4358274.0
63535,MIDI (BOULEVARD DU),699274.0,4354912.0
63536,"22, MONTI (RUE MARIUS)",700789.0,4355662.0
63537,"46, ROOSEVELT (AVENUE FR",700700.0,4357246.0
63538,"00, MIDI (BOULEVARD DU)",696535.0,4354339.0
63539,"41, JEANPIERRE (AVENUE M",700589.0,4357767.0
63540,SEMARD (AVENUE PIERRE),697751.0,4354890.0
63541,"64, CARNOT (BOULEVARD)",701702.0,4355646.0
63542,"24, AUBAREDE (AVENUE DE",698256.0,4357110.0
63543,BACHAGA SAID BOUALAM (AV,700975.0,4355206.0
63544,"130, JUIN (AVENUE MARECH",,
63545,"100, ROOSEVELT (AVENUE F",699833.0,4357750.0
63546,"52, CROISETTE (BOULEVARD",,
63547,"20, MIDI (BOULEVARD DU)",696861.0,4354472.0
63548,TONNER (AVENUE FRANCIS),695742.0,4355040.0
63549,BROUSSAILLES (AVENUE DES,700596.0,4356000.0
63550,MIDI (BOULEVARD DU),697994.0,4354757.0
63551,PICAUD (AVENUE DU DOCTEU,700065.0,4355073.0
63552,"103, SADI CARNOT (BOULEV",701637.0,4357479.0
63553,"242, MOULIN (BOULEVARD J",696511.0,4356516.0
63554,"103, CROISETTE (BOULEVAR",703458.0,4354187.0
63555,ST PIERRE (QUAI),701205.0,4355071.0
63556,"23, RIOU (BOULEVARD DU)",700410.0,4355707.0
63557,BACHAGA SAID BOUALAM (AV,701265.0,4355316.0
63558,BACHAGA SAID BOUALAM (AV,701265.0,4355315.0
63559,"01, PICAUD (AVENUE DR) B",,
63560,CROISETTE (BOULEVARD DE),,
63561,CARIMAI (RUE),698777.0,4357500.0
63562,"122, ANTIBES (RUE D')",702655.0,4355201.0
63563,TONNER (AVENUE FRANCIS),698138.0,4354944.0
63564,FAURE (RUE FELIX),,
63565,"26, CROISETTE (BOULEVARD",,
63566,"85, DOUMER (BOULEVARD PA",,
63567,"02, PRADERIE (RUE DE LA)",696491.0,4354970.0
63568,"10, FOUR A CHAUX (BD DU)",700173.0,4357121.0
63569,PICAUD (AVENUE DU DOCTEU,700520.0,4355081.0
63570,"01, REPUBLIQUE (BOULEVAR",702105.0,4356250.0
63571,"63, CANNES (RUE DE)",701916.0,4357023.0
63572,"50, PICAUD (AVENUE DR) B",699370.0,4355052.0
63573,BASTIDE ROUGE,695631.0,4355176.0
63574,JAURES (RUE JEAN),702044.0,4355363.0
63575,MIDI (BOULEVARD DU),699370.0,4355052.0
63576,TRIPET (BOULEVARD EUGENE,699370.0,4355176.0
63577,"00, SEMARD (AVENUE PIERR",697746.0,4354896.0
63578,"00, BACHAGA SAID BOUALAM",701975.0,4355420.0
63579,SADI CARNOT (BOULEVARD),701629.0,4356900.0
63580,"600, POMPIDOU (AVENUE GE",698416.0,4356934.0
63581,ANGLAIS (AVENUE DES),701747.0,4356202.0
63582,"10, PINS (AVENUE DES)",703961.0,4355519.0
63583,"00, MIDI (BOULEVARD DU)",699142.0,4354906.0
63584,"00, TONNER (AVENUE FRANC",697759.0,4354949.0
63585,"73, CROISETTE (BOULEVARD",,
63586,CAMPON (RUE,701291.0,4357272.0
63587,"121, BUISSONS ARDENTS",696811.0,4355861.0
63588,BASTIE MARYSE,695640.0,4355290.0
63589,"28, DOZOL (AVENUE ANTHON",697169.0,4355105.0
63590,SADI CARNOT (BOULEVARD),701838.0,4357616.0
63591,"34, RENOIR (AVENUE AUGUS",695148.0,4367991.0
63592,"5, GAMBETTA (BOULEVARD E",,
63593,"X, Pntrante",,
63594,"3, PAGNOL (BOULEVARD MAR",,
63595,"x, CRESP (COURS HONORE)",,
63596,"15, CARNOT (BOULEVARD ET",,
63597,"144, SEMARD (AVENUE PIER",692502.0,4365349.0
